name,Town/City
London Victoria Hotel no2 Ltd T/A DoubleTree By Hilton London Victoria,London
London Villa Limited,London
London VIP Group Limited,London
London Vision Clinic Associates LLP,London
London XXI T/A Me London Hotel,London
LONDON:DC LTD,London
Londonist DMC Ltd,London
LONE PINE CAPITAL (UK) LIMITED,LONDON
Lone Star Europe Acquisitions Limited,London
Lonely Planet Publications Limited,London
Long Tall Sally,London
Longevity Partners Limited,London
Longhorn Mining Limited,London
LONGSHOT LTD,LONDON
Longshot Systems Ltd,London
Longulf Trading (UK) Limited,London
Lonmin Plc,London
Lonres.com Ltd,London
Looker Data Sciences Limited,London
Loomis Sayles Investments Limited,London
LOON FUNG (LONDON) LTD.,LONDON
LoopMe Ltd,london
Loowatt Ltd,London
Lordship Lane Veterinary Practice Ltd,London
L'Oreal UK Ltd,London
LostMy.Name Ltd Trading as Wonderbly,London
Lothar Bohm Associates Ltd,London
Lothbury Investment Managment Limited,London
Louis Capital Markets UK LLP,London
Louis Vuitton UK Limited,London
Loupe Digital Imaging,LONDON
Love Hate Social Club Limited,London
Love Or Nothing Baby UK Limited,London
Love Storage Studio Limited,London
Love Streatham,London
Lovecrafts Collective Limited,London
Loven Care homes Limited,London
Lovespace Limited,London
LOVEWORLD LIMITED,LONDON
Lovisa UK Ltd,London
Low & Bonar PLC,London
Low Carbon Limited,London
Lowcost Vehicle Rental (UK) Limited,London
LoyaltyLion,London
Loyens & Loeff,London
Loylogic UK Limited,London
LQM PETROLEUM SERVICES INC,London
LRE Capital Limited,London
"LRWTonic, ltd",London
LS Cable & System UK Limited,London
LS Legal Solicitors,London
LS TELCOM UK LIMITED,London
LSI Education,London
LTA Services LTD,London
LTS Advisory Limited,London
LTS Health UK Limited,London
Lu Oliphant Solicitors LLP,London
Lubbock Fine,London
Lucas Fettes & Partners Ltd,London
LUCENT LIGHTING LTD,LONDON
Luchford APM Limited,London
Lucid Holdings UK Limited,London
"LUKOIL-Engineering, London Branch",London
Lulu Guinness ltd,London
lululemon athletica UK ltd.,London
Lulutrip UK Limited,London
Lumata UK Limited,London
Lumeon Ltd,London
Luna Lighting (UK) Ltd,London
Lupus Street Dental Practice,London
Lurot Brand Ltd,London
Lutheran Church in Great Britain Ltd,London
Lutron EA Limited,London
Lux Art Limited,London
Luxoft UK Limited,London
LUXOPTICS LTD,LONDON
Luxtripper Ltd,London
Luxury Living Engineering Ltd,London
Luxus London Ltd,London
LVMH FG Services UK Ltd,London
LVMH Services Limited,London
LWPO LIMITED,London
LXA Projects Limited,London
Lycamobile UK Ltd,London
LYONS CONSULTING GROUP LTD,London
Lyons O'Neill Ltd,London
Lyric Theatre Hammersmith Ltd,London
Lysis Financial Limited,London
Lyst Ltd,London
M and P Models,London
M E Prop Limited,London
M J Mapp Ltd,London
M J Quinn Integrated Services Ltd,London
"M KANANI, E HARUNANI ASSOCIATES",London
M Moser Associates Ltd,London
M&C Saatchi PLC,London
M&D Healthcare,London
M&L Harris Agencies Limited,London
M.A.C.T Limited,London
M.A.R.S Montessori Schools Ltd,London
M.E.E Limited,London
M3 Capital Partners Limited,London
M7 Real Estate Limited,London
MA CONSULTANTS,London
MA Energy Limited,London
Maan and Sons Ltd,London
MAB MANAGEMENT LTD,LONDON
Mabanaft Limited,London
Mabox Ltd,London
Macat International Limited,London
Maccreanor Lavington Ltd,London
Macdonald and Company Property Limited,London
MacDougall's Arts LTD,LONDON
Mace Ltd,London
Macfarlane Media Limited t/a The Media Image,London
Macfarlanes Services Limited,London
MacfarlaneTelesystems Ltd,London
MacKay Shields UK LLP,London
MACKEVISION UK LTD,LONDON
Mackinnon Fine Arts Consultancy Limited,London
Macmillan Cancer Support,London
Macmillan Davies Consulting Limited,London
Macmillan Publishers Ltd,London
Macquarie Aircraft Leasing Services (UK) Limited,London
Macquarie Group Services Australia Pty Ltd (UK Branch),London
Macro Advisory Partners LLP,London
Macrosynergy Limited,London
MADAGASCAR OIL (UK) LIMITED,London
Madam Films Ltd,London
Maddox Events Limited,London
Made by Many Ltd,London
Made Simple Group Limited,London
Made.com Design Ltd,London
Madeira London Ltd,London
Madison Logic Ltd,London
Maeda Gakuen,London
Maersk Broker (UK) Ltd,London
Maestra Events Limited,London
Maestro Arts Ltd.,London
Magenta,London
Magic Bus UK,London
MAGIC DAYCARE NURSERY (FINCHLEY) LTD,LONDON
Magister Advisors LLP,London
MAGNA PUBLISHING CO. UK. LTD,LONDON
Magnasoft Europe Ltd,London
Magnavision ltd,London
Magnesita International Limited,London
Magnetar Financial (UK) LLP,London
Magnetic London Creative Services Ltd,LONDON
Magnitude Software UK Limited,London
MAGNUM PHOTOS LIMITED,LONDON
Magnus Growth Limited,London
Magrath Sheldrick  LLP,London
Magus Research Ltd,London
MAHBUB & CO LIMITED,LONDON
MAHER BIRD ASSOCIATES LLP,LONDON
MainFirst Bank AG,London
Mainichi Newspapers of Japan,London
Maisonneuve & Co,London
Maitland Legal Services Limited,London
Maitland Wealth Services Limited,London
Majedie Asset Management Limited,London
Major Players Limited,London
Make It Cheaper,London
Make Limited,London
Make Positive Limited,London
MAKE Productions London Ltd,LONDON
Makers Academy,London
Making Pictures Limited,London
Mako Europe Ltd,London
Makor Securities London Ltd,London
MAKOWER ARCHITECTS LIMITED,LONDON
Malachy Walsh and Company Ltd,London
Malaria Consortium,London
Malawi High Commission,London
Malayalee Association of the UK,London
Malayan Banking Berhad,London
MALAYSIA AIRLINES BERHAD,LONDON
MALAYSIA TOURISM PROMOTION BOARD,LONDON
Malcolm Edwards Ltd,London
Maleminster Limited,London
Mallard Support Services Ltd,London
Maltin PR Ltd,London
Mammoth Screen Limited,London
Mamou-Mani Architects,London
Man Capital LLP,London
Man Group Services Limited,London
man vs machine ltd,London
MANAGED PROPERTIES LIMITED,LONDON
MANAGEMENT DIAGNOSTICS LIMITED T/A BOARDEX,LONDON
Management Solutions Europe UK Limited,London
MANAGING GROWTH TRUSTEES (UK) LTD,London
Mandara Energy Ltd,London
Mandarin Consulting Limited,London
Mandarin Oriental Hyde Park Ltd,London
Mander Portman Woodward School,London
Manifest London Limited,London
Manifesto Digital (UK) Ltd,London
Manikay Partners UK LLP,London
Mann Made  Corporate Services  (UK) Limited,London
Manolo Blahnik International Limited,London
Manor School,London
Mansion House Recruitment Limited,London
Manulife Asset Management (Europe) Ltd,London
MapAnything Limited,London
MAPLE RESOURCING LIMITED,London
Maple Risk Practitioners Ltd,London
Maple Syrup Media Limited T/A Quidco,London
Maple UK Ltd,London
Maples and Calder,London
Maples Fiduciary Services (UK) Limited,London
Mapletree UK Management Limited,London
MAPP Digital UK Ltd,London
Mapp Media,London
MARATHON ARTISTS LTD,LONDON
Marathon Asset Management (Services) Ltd,London
Marblar Ltd,London
Marble Arch Partnership,London
Marc Jacobs International (UK) Limited,London
MARC LIMITED,LONDON
March Mutual Limited,London
Marchanson Ltd,London
Marchese Partners International UK Limited,London
MarcoPolo Learning Ltd,London
Marcus Wareing Restaurants Limited,London
Marek Wojciechowski Architects Limited,London
Marex Financial Limited,London
Marg (UK) Limited,London
Margaret Howell Limited,London
Margaret London Limited,London
Margot Holdings Limited,London
Maria Montessori Training Organisation (The),London
Mariana Capital Markets LLP,London
Marie Curie Cancer Care,London
Marie Stopes International,London
Marin Software Ltd,London
Marine Stewardship Council,London
Mariner Europe Limited,London
Maris Interiors,London
Maritime Strategies International Ltd.,London
Marius Barran Chartered Architect,London
Mark Fairhurst (Architects) Limited,London
Mark Goucher Productions Limited,London
Mark Rubinstein Ltd,London
Markel International Services Limited,London
Market Access Transformation Ltd,London
Market Cafe London Ltd. T/A Market Cafe,London
MARKET INTELLIGENCE INTERNATIONAL,LONDON
Market Securities LLP,London
MarketAxess Europe Ltd,London
MarketCast UK Ltd,London
Marketing Distribution Services Ltd,London
Marketing VF Ltd,London
MarketInvoice Limited,London
MarketKey Ltd,London
Marketo Solutions Limited,London
MarketResearch.com Limited,London
MarketShare Partners EMEA Ltd,London
markettiers4dc limited,London
Markit Group Ltd,London
MARKRISE PHARMACY,LONDON
Marks and Clerk LLP,London
Marks and Spencer Group Plc,London
Marks Wholesale Limited,London
Marlborough Fine Art (London) Limited,London
Marmalade Film and Media Ltd,London
MAROQUINERIE DELVAUX UK LIMITED,London
Maroush Co Limited,London
Marques Almeida Limited,London
Marquette UK LLP,London
Marriott Hotels Ltd,London
Mars Energy LLP,London
MARSDEN INTERNATIONAL LEGAL SEARCH LIMITED,LONDON
Marsh & Parsons Ltd.,London
Marsh Services Ltd,London
Marshall Arts Limited,London
Marshall Wace Asset Management LLP,London
Martha Schwartz Partners Ltd,London
Martin Brudnizki Design Studio Limited,London
Martin Robeson & Partners Ltd T/A  Martin Robeson Planning Practice,London
Martin Sklan & Co Chartered Accountants,London
Marubeni Europe plc,London
Marukome Europe Limited,London
MARUSSIA BEVERAGES UK LTD,LONDON
Marv Films Ltd,London
Marvel Prototyping Limited,London
Marvic Textiles Ltd,London
Marylebone Cricket Club,London
Marzena Fick,London
Masabi Limited,London
Mascioniassociati International Limited,London
Mascolo Ltd T/A Toni&Guy,London
Masdar Offshore Wind UK Limited,London
MASECO LLP,LONDON
MASERGY COMMUNICATIONS UK LIMITED,London
Mash Media Group Ltd,London
Mashable (Europe) Limited,London
Mashreqbank psc,London
Mason Capital Europe LLP,London
Mason Forbes Ltd,London
Masorti Judaism,London
MassChallenge Limited,London
Massive Analytic Ltd,London
Massive Interactive Media Ltd,London
Mast Brothers UK Ltd,London
MASTERCARD PAYMENT GATEWAY SERVICES LIMITED,London
Mastercard UK Management Services LTD,London
Mastered Limited,London
Masters Legal Costs Services LLP,London
Match Capital Limited,London
MATCH Hospitality AG,London
Match.com International Limited,London
Matchbyte Limited,London
MatchesFashion Limited,London
Matching Green Limited,London
Matini Montecristo LLP,London
Matrix APA (UK) Ltd,London
Matrix Data Limited,London
Matrix Mill Ltd,London
MATRIX-IFS UK LTD,London
Matson Driscoll and Damico UK LLP,London
Matter Of Form Ltd,London
"Mattos Filho, Veiga Filho, Marrey Jr. e Quiroga Advogados UK LLP",London
Maudsley B2B CIC,London
Maurice J Bushell & Co,London
Mavega UK Limited,London
MAVEN GLOBAL LLP,LONDON
Maven Securities Holding Limited.,London
Mavenlink UK Ltd,London
Mavens Ltd,London
Maveric Testing Solutions Limited,London
Maverick Advertising & Design,London
MAX Architects Ltd,LONDON
Maxeler Technologies Limited,London
Maximum Potential Ventures Ltd,London
MAXIMUS People Services Ltd,London
Maxis Investments Limited,London
MAXWELL ACCOUNTANTS LTD,LONDON
Maxwell Alves,London
May Business Consulting Ltd,London
Mayar Capital Advisors Limited,London
Maybourne Hotels Limited,LONDON
Mayer Brown International LLP,London
Mayfair Design Studio Limited,London
Mayfair Equity Partners LLP,London
Mayfair Industry Ltd,London
Mayfair Legal Limited,London
Mayfair Recruitment Services Ltd,London
Mayfield Asset and Property Management,London
Mayor's Office for Policing and Crime,London
Mayville Primary School,London
Mazars LLP,London
MAZEKEY ASSOCIATES LTD,London
Mazepoint Ltd,London
MBA and Company Consultancy Ltd,London
MBI & PARTNERS U.K. LIMITED,LONDON
MBR Partners Limited,London
MC Partners Limited,London
MCap Global Finance Limited,London
McArthurGlen UK Ltd,London
McBains Limited,London
McCann Erickson Advertising Ltd,London
McCann Erickson EMEA Ltd,London
McCann-Erickson Healthcare UK Limited,London
McCarthy Tetrault,London
McChrystal Group Limited,London
McCue & Partners LLP,London
MCD Global Franchising Limited,London
McDermott Will & Emery UK LLP,London
McDonald's Restaurants Limited,London
McGraw Hill Education (UK) Limited,London
McGuirewoods London LLP,London
McKee & Co.,London
McKesson Strategic Services Ltd,London
McKesson Technologies UK Ltd,London
McKinsey & Company Inc. United Kingdom,London
MCM Architecture Limited,London
MCS INTERNATIONAL LIMITED,LONDON
Mdesign London Ltd.,London
MDSOL Europe Limited,London
ME Construction Ltd,London
MEA Energy Advisory UK LLP,London
Meaden & Moore International LLP,London
Measuremen Ltd,London
MEC UK Limited,London
MECM Limited,London
MED SEA SHIPPING SERVICES (UK) LTD,London
Medacs Healthcare Plc,London
Medallia Limited,London
MED-CHEM UK LTD,LONDON
Medecins Sans Frontieres (MSF) UK,London
Medefer Ltd.,London
medeuronet UK Ltd,London
Media Communications Group Limited,London
Media Contacts LLP,London
MEDIA IQ DIGITAL LTD,LONDON
Media Legal Defence Initiative,London
MEDIA PRODUCTIONS & SOLUTIONS INT LTD,LONDON
Media Reach Advertising,London
MEDIA ZOO LIMITED,LONDON
Mediabrands EMEA Ltd,London
Mediagamma Ltd,London
MEDIALINK WORLD LTD,LONDON
MediaMath UK Limited,London
MediaMonks London Limited,London
"Mediamorph Europe, Ltd",London
Mediaocean Systems Ltd,London
Mediatonic Ltd,London
Medicare First Limited,London
Medicines and Healthcare Regulatory Products Agency,London
Medicxi Ventures (UK) LLP,London
Mediobanca S.p.A London Branch,London
Medirex Limited,London
Mediterranean Strategy,London
Medius Consulting Limited,London
Medivance Instruments Limited,London
Medland Metropolis Limited,London
Medopad Ltd,London
Medpace UK Limited,London
MedTel UK Ltd,London
Meedia Limited,London
Meer & Company Chartered Accountants,London
Meeres Civil Engineering Limited,London
Mega International Commercial Bank,London
MEGATREND CAPITAL PARTNERS LTD,LONDON
MEGHRAJ CAPITAL LLP,LONDON
Mehta & Tengra,London
Meiji Yasuda Europe Ltd,London
Meinhardt (UK) Limited,London
Meketa Investments London Ltd.,London
Melarco Consulting Limited,London
meli melo limited,London
Meller Educational Trust,London
Melli Bank plc,London
Mellor & Smith Design Ltd,London
Melqart Asset Management (UK) Ltd,London
Melt Chocolates Ltd,London
Meltwater (UK) Limited,London
Meltz Treats Limited,London
Memo Fashions Ltd,London
Memrise Ltd,London
MENIER CHOCOLATE FACTORY,LONDON
Menomadin Limited,LONDON
MENORAH HIGH SCHOOL FOR GIRLS,LONDON
Mentor IMC Ltd,London
Mercantile & Maritime UK Limited,London
Mercari Europe Ltd,London
Mercaux Limited,London
Mercer Ltd,London
Mercer Real Estate Advisors,London
Merchandising Technologies UK Limited,London
Merchant Hub Limited,London
Merchant Money Ltd,London
MerchantCantos,London
MERCURIA UK LLP,LONDON
Mercury Capital Advisors LLP,London
Mercury Danati Limited,London
Mercury International UK Limited,London
Mercury Pharma Group Ltd,London
Mergermarket Limited t/a Acuris,London
Mericrest Limited,London
Merit Research Ltd,London
Meritgroup Ltd,London
Meritkapital UK Limited,London
Merrill Corporation Ltd,London
Merton Park Baptist Church,London
MESH Construction Consultancy,London
MESH Planning Tools LTD,London
"Mesirow Financial International UK, Limited",London
MET STUDIO DESIGN LIMITED,London
Met Traders Limited,London
Meta Aerospace Capital Ltd,London
METABOLIC INTELLIGENCE LIMITED,LONDON
Metaco LLP,London
Metafour UK Ltd,London
Metail Ltd.,London
Metal Events Limited,London
Metal Yapi (UK) Limited,London
METALLON CORPORATION LIMITED,LONDON
MetaPack Limited,London
Metapraxis Limited,London
Metdist Enterprises Limited,London
Meteor Capital Group Limited,London
Method Europe Limited,London
Methodist Church,London
Methodist International Centre,LONDON
Methods Advisory Limited,London
MetLife Europe Services Limited,London
Metric Accountants Ltd,London
Metric Capital Partners LLP,London
MetricStream UK Limited,London
MetrixLab UK Limited,LONDON
METRO BANK PLC,LONDON
METROFINE LTD,LONDON
Metronome Capital LLP,London
Metropolis International Group Ltd,London
Metropolis PDG LTD,London
Metropolitan Tabernacle,London
Meyer Bergman Limited,London
Mezzo Labs Ltd,London
MFB Solicitors,London
MFM Investment Ltd,London
MFS International (UK) Ltd,London
mGage Europe Ltd,London
MGG UK LLC,London
MH Intelligence (UK) LTD.,London
MH Star UK Ltd.,London
MHC (Services) Ltd,London
MHD Ltd T/A The Re London Shoredith,London
MICA Architects Ltd,London
Michael Anastassiades Ltd.,London
Michael Barclay Partnership LLP,London
MICHAEL CONN GOLDSOBEL,LONDON
MICHAEL GALLIE & PARTNERS,LONDON
Michael Grandage Company Ltd,London
Michael Grandage Company Ltd,London
Michael Halpern Ltd,London
Michael Hoppen Gallery Ltd,London
